"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Adaptive luminance adjustment and neighborhood spreading strength information based view synthesis","Z. Fu; X. Wang; Y. Li; X. Yang; J. Xu","University of Electronic Scieoce and Technology of Chioa, Chengdu 611731, China; University of Electronic Scieoce and Technology of Chioa, Chengdu 611731, China; University of Electronic Scieoce and Technology of Chioa, Chengdu 611731, China; Shandong University, Jinan 250100, China; University of Electronic Scieoce and Technology of Chioa, Chengdu 611731, China",Journal of Systems Engineering and Electronics,"21 Jul 2016","2016","27","3","721","729","View synthesis is an important building block in three dimension (3D) video processing and communications. Based on one or several views, view synthesis creates other views for the purpose of view prediction (for compression) or view rendering (for multiview-display). The quality of view synthesis depends on how one fills the occlusion area as well as how the pixels are created. Consequently, luminance adjustment and hole filling are two key issues in view synthesis. In this paper, two views are used to produce an arbitrary virtual synthesized view. One view is merged into another view using a local luminance adjustment method, based on local neighborhood region for the calculation of adjustment coefficient. Moreover, a maximum neighborhood spreading strength hole filling method is presented to deal with the micro texture structure when the hole is being filled. For each pixel at the hole boundary, its neighborhood pixels with the maximum spreading strength direction are selected as candidates; and among them, the pixel with the maximum spreading strength is used to fill the hole from boundary to center. If there still exist disocclusion pixels after once scan, the filling process is repeated until all hole pixels are filled. Simulation results show that the proposed method is efficient, robust and achieves high performance in subjection and objection.","1004-4132","","10.1109/JSEE.2016.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7514698","view synthesis;three dimension (30);multiview;local luminance correction;hole filling;maximum spreading strength","","","1","","","","21 Jul 2016","","","BIAI","BIAI Journals"
"Life science experiments performed in space in the ISS/Kibo facility and future research plans","T. Ohnishi",NA,Journal of Radiation Research,"18 Jan 2018","2016","57","S1","i41","i46","Over the past several years, current techniques in molecular biology have been used to perform experiments in space, focusing on the nature and effects of space radiation. In the Japanese ‘Kibo’ facility in the International Space Station (ISS), the Japan Aerospace Exploration Agency (JAXA) has performed five life science experiments since 2009, and two additional experiments are currently in progress. The first life science experiment in space was the ‘Rad Gene’ project, which utilized two human cultured lymphoblastoid cell lines containing a mutated p53 gene (mp53) and a parental wild-type p53 gene (wtp53) respectively. Four parameters were examined: (i) detecting space radiation–induced DSBs by observing γH2AX foci; (ii) observing p53-dependent gene expression during space flight; (iii) observing p53-dependent gene expression after space flight; and (iv) observing the adaptive response in the two cell lines containing the mutated and wild type p53 genes after exposure to space radiation. These observations were completed and have been reported, and this paper is a review of these experiments. In addition, recent new information from space-based experiments involving radiation biology is presented here. These experiments involve human cultured cells, silkworm eggs, mouse embryonic stem cells and mouse eggs in various experiments designed by other principal investigators in the ISS/Kibo. The progress of Japanese science groups involved in these space experiments together with JAXA are also discussed here. The Japanese Society for Biological Sciences in Space (JSBSS), the Utilization Committee of Space Environment Science (UCSES) and the Science Council of Japan (ACJ) have supported these new projects and new experimental facilities in ISS/Kibo. Currently, these organizations are proposing new experiments for the ISS through 2024.","1349-9157","","10.1093/jrr/rrw020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8148836","space radiation;gene expression;DNA damage;adaptive response;heavy particles","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Relationship between Cole–Cole model parameters and spectral decomposition parameters derived from SIP data","M. Weigand; A. Kemna",NA; NA,Geophysical Journal International,"18 Jan 2018","2016","205","3","1414","1419","Spectral induced polarization (SIP) data are commonly analysed using phenomenological models. Among these models the Cole–Cole (CC) model is the most popular choice to describe the strength and frequency dependence of distinct polarization peaks in the data. More flexibility regarding the shape of the spectrum is provided by decomposition schemes. Here the spectral response is decomposed into individual responses of a chosen elementary relaxation model, mathematically acting as kernel in the involved integral, based on a broad range of relaxation times. A frequently used kernel function is the Debye model, but also the CC model with some other a priorly specified frequency dispersion (e.g. Warburg model) has been proposed as kernel in the decomposition. The different decomposition approaches in use, also including conductivity and resistivity formulations, pose the question to which degree the integral spectral parameters typically derived from the obtained relaxation time distribution are biased by the approach itself. Based on synthetic SIP data sampled from an ideal CC response, we here investigate how the two most important integral output parameters deviate from the corresponding CC input parameters. We find that the total chargeability may be underestimated by up to 80percent and the mean relaxation time may be off by up to three orders of magnitude relative to the original values, depending on the frequency dispersion of the analysed spectrum and the proximity of its peak to the frequency range limits considered in the decomposition. We conclude that a quantitative comparison of SIP parameters across different studies, or the adoption of parameter relationships from other studies, for example when transferring laboratory results to the field, is only possible on the basis of a consistent spectral analysis procedure. This is particularly important when comparing effective CC parameters with spectral parameters derived from decomposition results.","1365-246X","","10.1093/gji/ggw099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8146922","Electrical properties;Electromagnetic theory;Hydrogeophysics","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"The complexity of microRNAs in human cancer","J. Y. Y. Kwan; P. Psarianos; J. P. Bruce; K. W. Yip; F. Liu",NA; NA; NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2016","57","S1","i106","i111","MicroRNAs (miRNAs) are small non-coding RNA molecules that have key regulatory roles in cancer, acting as both oncogenes and tumor suppressors. Due to the potential roles of miRNAs in improving cancer prognostic, predictive, diagnostic and therapeutic approaches, they have become an area of intense research focus in recent years. MiRNAs harbor attractive features allowing for translation to the clinical world, such as relatively simple extraction methods, resistance to molecular degradation, and ability to be quantified. Numerous prognostic, predictive and diagnostic miRNA signatures have been developed. To date however, miRNA analysis has not been adopted for routine clinical use. The objectives of this article are to provide an overview of miRNA research and review a selection of miRNA studies in breast cancer, cervical cancer, sarcoma, and nasopharyngeal carcinoma to highlight advances and challenges in miRNA cancer research.","1349-9157","","10.1093/jrr/rrw009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8148831","microRNA;breast cancer;cervical cancer;sarcoma;nasopharyngeal carcinoma","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Investigating hydrological contributions to volcano monitoring signals: a time-lapse gravity example","B. Hemmings; J. Gottsmann; F. Whitaker; A. Coco",NA; NA; NA; NA,Geophysical Journal International,"18 Jan 2018","2016","207","1","259","273","Geophysical techniques are widely used to monitor volcanic unrest. A number of studies have also demonstrated that hydrological processes can produce or trigger geophysical signals. Hydrologically induced gravity signals have previously been recorded by specifically designed gravity surveys as well as, inadvertently, by volcano monitoring studies. Water table corrections of microgravity surveys are commonplace. However, the fluctuations of the water table beneath survey locations are often poorly known, and such a correction fails to account for changes in water-mass storage in the unsaturated zone. Here, we combine 2-D axis-symmetrical numerical fluid-flow models with an axis-symmetric, distributed-mass, gravity calculation to model gravity changes in response to fluctuating hydrological recharge. Flow simulations are based on tropical volcanic settings where high surface permeabilities promote thick unsaturated zones. Our study highlights that mass storage (saturation) changes within the unsaturated zone beneath a survey point can generate recordable gravity changes. We show that for a tropical climate, recharge variations can generate gravity variations of over 150μGal; although, we demonstrate that for the scenarios investigated here, the probability of recording such large signals is low. Our modelling results indicate that microgravity survey corrections based on water table elevation may result in errors of up to 100μGal. The effect of inter-annual recharge fluctuations dominate over seasonal cycles which makes prediction and correction of the hydrological contribution more difficult. Spatial hydrogeological heterogeneity can also impact on the accuracy of relative gravity surveys, and can even result in the introduction of additional survey errors. The loading fluctuations associated with saturation variations in the unsaturated zone may also have implications for other geophysical monitoring techniques, such as geodetic monitoring of ground deformation.","1365-246X","","10.1093/gji/ggw266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8146794","Time variable gravity;Hydrogeophysics;Permeability and porosity;Volcano monitoring","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Irradiation-injured brain tissues can self-renew in the absence of the pivotal tumor suppressor p53 in the medaka (Oryzias latipes) embryo","T. Yasuda; Y. Kimori; K. Nagata; K. Igarashi; T. Watanabe-Asaka; S. Oda; H. Mitani",NA; NA; NA; NA; NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2016","57","1","9","15","The tumor suppressor protein, p53, plays pivotal roles in regulating apoptosis and proliferation in the embryonic and adult central nervous system (CNS) following neuronal injuries such as those induced by ionizing radiation. There is increasing evidence that p53 negatively regulates the self-renewal of neural stem cells in the adult murine brain; however, it is still unknown whether p53 is essential for self-renewal in the injured developing CNS. Previously, we demonstrated that the numbers of apoptotic cells in medaka (Oryzias latipes) embryos decreased in the absence of p53 at 12–24 h after irradiation with 10-Gy gamma rays. Here, we used histology to examine the later morphological development of the irradiated medaka brain. In p53-deficient larvae, the embryonic brain possessed similar vacuoles in the brain and retina, although the vacuoles were much smaller and fewer than those found in wild-type embryos. At the time of hatching (6 days after irradiation), no brain abnormality was observed. In contrast, severe disorganized neuronal arrangements were still present in the brain of irradiated wild-type embryos. Our present results demonstrated that self-renewal of the brain tissue completed faster in the absence of p53 than wild type at the time of hatching because p53 reduces the acute severe neural apoptosis induced by irradiation, suggesting that p53 is not essential for tissue self-renewal in developing brain.","1349-9157","","10.1093/jrr/rrv054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8150090","p53;medaka;self-renewal;developing brain;radiation;histology","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Internal thyroid doses to Fukushima residents—estimation and issues remaining","E. Kim; O. Kurihara; N. Kunishima; T. Momose; T. Ishikawa; M. Akashi",NA; NA; NA; NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2016","57","S1","i118","i126","Enormous quantities of radionuclides were released into the environment following the disastrous accident at the Fukushima Daiichi Nuclear Power Plant (FDNPP) in March 2011. It is of great importance to determine the exposure doses received by the populations living in the radiologically affected areas; however, there has been significant difficulty in estimating the internal thyroid dose received through the intake of short-lived radionuclides (mainly, 131I), because of the lack of early measurements on people. An estimation by the National Institute of Radiological Sciences for 1 April 2012 to 31 March 2013 was thus performed using a combination of the following three sources: thyroid measurement data (131I) for 1080 children examined in the screening campaign, whole-body counter measurement data (134Cs, 137Cs) for 3000 adults, and atmospheric transport dispersion model simulations. In this study, the residents of Futaba town, Iitate village and Iwaki city were shown to have the highest thyroid equivalent dose, and their doses were estimated to be mostly below 30 mSv. However, this result involved a lot of uncertainties and provided only representative values for the residents. The present paper outlines a more recent dose estimation and preliminary analyses of personal behavior data used in the new method.","1349-9157","","10.1093/jrr/rrw061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8148845","Fukushima Daiichi Nuclear Power Plant;accident;radioiodine;internal exposure;thyroid dose;behavior data","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Matching exponential-based and resolvent-based centrality measures","M. Aprahamian; D. J. Higham; N. J. Higham",NA; NA; NA,Journal of Complex Networks,"18 Jan 2018","2016","4","2","157","176","The relative importance of nodes in a network can be quantified via functions of the adjacency matrix. Two popular choices of function are the exponential, which is parameter-free, and the resolvent function, which yields the Katz centrality measure. Katz centrality can be the more computationally efficient, especially for large directed networks, and has the benefit of generalizing naturally to time-dependent network sequences, but it depends on a parameter. We give a prescription for selecting the Katz parameter based on the objective of matching the centralities of the exponential counterpart. For our new choice of parameter, the resolvent can be very ill conditioned, but we argue that the centralities computed in floating point arithmetic can nevertheless reliably be used for ranking. Experiments on six real networks show that the new choice of Katz parameter leads to rankings of nodes that generally match those from the exponential centralities well in practice.","2051-1329","","10.1093/comnet/cnv016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8155904","Katz centrality;Katz parameter;adjacency matrix;matrix exponential;matrix resolvent;network analysis;inverse iteration;condition number","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Resistivity image beneath an area of active methane seeps in the west Svalbard continental slope","B. K. Goswami; K. A. Weitemeyer; T. A. Minshull; M. C. Sinha; G. K. Westbrook; H. Marín-Moreno",NA; NA; NA; NA; NA; NA,Geophysical Journal International,"18 Jan 2018","2016","207","2","1286","1302","The Arctic continental margin contains large amounts of methane in the form of methane hydrates. The west Svalbard continental slope is an area where active methane seeps have been reported near the landward limit of the hydrate stability zone. The presence of bottom simulating reflectors (BSRs) on seismic reflection data in water depths greater than 600m suggests the presence of free gas beneath gas hydrates in the area. Resistivity obtained from marine controlled source electromagnetic (CSEM) data provides a useful complement to seismic methods for detecting shallow hydrate and gas as they are more resistive than surrounding water saturated sediments. We acquired two CSEM lines in the west Svalbard continental slope, extending from the edge of the continental shelf (250m water depth) to water depths of around 800m. High resistivities (5–12Ωm) observed above the BSR support the presence of gas hydrate in water depths greater than 600m. High resistivities (3–4Ωm) at 390–600m water depth also suggest possible hydrate occurrence within the gas hydrate stability zone (GHSZ) of the continental slope. In addition, high resistivities (4–8Ωm) landward of the GHSZ are coincident with high-amplitude reflectors and low velocities reported in seismic data that indicate the likely presence of free gas. Pore space saturation estimates using a connectivity equation suggest 20–50percent hydrate within the lower slope sediments and less than 12percent within the upper slope sediments. A free gas zone beneath the GHSZ (10–20percent gas saturation) is connected to the high free gas saturated (10–45percent) area at the edge of the continental shelf, where most of the seeps are observed. This evidence supports the presence of lateral free gas migration beneath the GHSZ towards the continental shelf.","1365-246X","","10.1093/gji/ggw330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8189356","Electrical properties;Marine electromagnetics;Gas and hydrate systems;Arctic region","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Curtailing patient-specific IMRT QA procedures from 2D dose error distribution","K. Kurosu; I. Sumida; H. Mizuno; Y. Otani; M. Oda; F. Isohashi; Y. Seo; O. Suzuki; K. Ogawa",NA; NA; NA; NA; NA; NA; NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2016","57","3","258","264","A patient-specific quality assurance (QA) test is conducted to verify the accuracy of dose delivery. It generally consists of three verification processes: the absolute point dose difference, the planar dose differences at each gantry angle, and the planar dose differences by 3D composite irradiation. However, this imposes a substantial workload on medical physicists. The objective of this study was to determine whether our novel method that predicts the 3D delivered dose allows certain patient-specific IMRT QAs to be curtailed. The object was IMRT QA for the pelvic region with regard to point dose and composite planar dose differences. We compared measured doses, doses calculated in the treatment planning system, and doses predicted by in-house software. The 3D predicted dose was reconstructed from the per-field measurement by incorporating the relative dose error distribution into the original dose grid of each beam. All point dose differences between the measured and the calculated dose were within ±3%, whereas 93.3% of them between the predicted and the calculated dose were within ±3%. As for planar dose differences, the gamma passing rates between the calculated and the predicted dose were higher than those between the calculated and the measured dose. Comparison and statistical analysis revealed a correlation between the predicted and the measured dose with regard to both point dose and planar dose differences. We concluded that the prediction-based approach is an accurate substitute for the conventional measurement-based approach in IMRT QA for the pelvic region. Our novel approach will help medical physicists save time on IMRT QA.","1349-9157","","10.1093/jrr/rrv084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8148934","QA;IMRT;gamma index;prediction;MapCHECK","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
