"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reciprocal Control in Adaptive Environments","N. Jäger; H. Schnädelbach; J. Hale; D. Kirk; K. Glover",NA; NA; NA; NA; NA,Interacting with Computers,"18 Jan 2018","2017","29","4","512","529","Abstract Computing has become an established part of the built environment augmenting it to become adaptive. We generally assume that we control the adaptive environments we inhabit. Using an existing adaptive environment prototype, we conducted a controlled study testing how the reversal of control (where the environment attempts to influence the behaviour of the inhabitant) would affect participants. Most participants changed their respiratory behaviour in accordance with this environmental manipulation. Behavioural change occurred either consciously or unconsciously. We explain the two different paths leading participants to behavioural change: (i) we adapt the model of interbodily resonance, a process of bodily interaction observable between, for example, partners engaged in verbal dialogue, to describe the unconscious bodily response to subtle changes in the environment and (ii) we apply the model of secondary control, an adjustment of one's own expectations to maintain the pretence of control, to describe conscious cognitive adaptation to the changing environment. We also discuss potential applications of our findings in therapeutic and other settings.","1873-7951","","10.1093/iwc/iww037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8154718","user studies;laboratory experiments;tangible interaction;perceptual interfaces;architecture (buildings);control;embodiment;adaptive environments;interaction","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Blended, Not Bossy: Ethics Roles, Responsibilities and Expertise in Design","K. Shilton; S. Anderson",NA; NA,Interacting with Computers,"18 Jan 2018","2017","29","1","71","79","What are the best ways for design teams attend to issues of power, inequity, trust and other ethical concerns as they arise in design? Literature on value-sensitive design (VSD) and technology ethics has advocated for a range of design methods that propose different roles and responsibility for ethics during technology development. This paper explores four provocations that imagine different roles and responsibilities for moral and ethical reasoning on design teams: participatory design (in which diverse stakeholders may represent their own values in the design process), values advocates (introducing experts to lead values discussions or conduct ethics interventions), embedding values discussions within design and encouraging ‘moral exemplars’ within design. Each of these posits different logistical arrangements as well as different levels of expertise in ethical practice. The paper uses examples from the VSD and computer ethics literatures as well as the authors' ethnographic work to explore the advantages, challenges and consequences of each approach.","1873-7951","","10.1093/iwc/iww002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8155238","participatory design;HCI theory, concepts, and models;ethnographic studies;programming teams;technology ethics","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Generation and analysis of networks with a prescribed degree sequence and subgraph family: higher-order structure matters","M. Ritchie; L. Berthouze; I. Z. Kiss",NA; NA; NA,Journal of Complex Networks,"18 Jan 2018","2017","5","1","1","31","Designing algorithms that generate networks with a given degree sequence while varying both subgraph composition and distribution of subgraphs around nodes is an important but challenging research problem. Current algorithms lack control of key network parameters, the ability to specify to what subgraphs a node belongs to, come at a considerable complexity cost or, critically and sample from a limited ensemble of networks. To enable controlled investigations of the impact and role of subgraphs, especially for epidemics, neuronal activity or complex contagion, it is essential that the generation process be versatile and the generated networks as diverse as possible. In this article, we present two new network generation algorithms that use subgraphs as building blocks to construct networks preserving a given degree sequence. Additionally, these algorithms provide control over clustering both at node and global level. In both cases, we show that, despite being constrained by a degree sequence and global clustering, generated networks have markedly different topologies as evidenced by both subgraph prevalence and distribution around nodes, and large-scale network structure metrics such as path length and betweenness measures. Simulations of standard epidemic and complex contagion models on those networks reveal that degree distribution and global clustering do not always accurately predict the outcome of dynamical processes taking place on them. We conclude by discussing the benefits and limitations of both methods.","2051-1329","","10.1093/comnet/cnw011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8149446","networks;clustering;subgraphs;epidemics;complex contagion","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"1 Feb 2018","2017","28","6","c2","c2","","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8277351","","System analysis and design;Aerospace electronics;Atmospheric modeling;Analytical models;Military aircraft","","","","","","1 Feb 2018","","","BIAI","BIAI Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"14 Sep 2017","2017","28","4","1","2","","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8038197","","Solid modeling;Analytical models;Predictive models;Face recognition;Target recognition","","","","","","14 Sep 2017","","","BIAI","BIAI Journals"
"Clerk Maxwell foundation newsletter","",,URSI Radio Science Bulletin,"16 Nov 2017","2017","2017","361","86","86","The James Clerk Maxwell Newsletter is published by the James Clerk Maxwell Foundation. The latest issue is available on the foundation's Web site at http://www.clerkmaxwellfoundation.org/Newsletter_2017_Spring.pdf. It contains an article by Hugh Griffiths on ""Some Reflections on the History of Radar from its Invention up to the Second World War.""","1024-4530","","10.23919/URSIRSB.2017.8113445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113445","","Government;Web sites;History;Radar;Technological innovation","","","","","","16 Nov 2017","","","URSI","URSI Journals"
"Report on microwave and radio electronics week 2017","R. Marsalek",Brno University of Technology,URSI Radio Science Bulletin,"25 Jan 2018","2017","2017","362","110","110","Microwave and Radio Electronics Week 2017 (MAREW 2017) was organized April 19-21, 2017, by the Department of Radio Electronics, Brno University of Technology. This was done in cooperation with other Czech and Slovak technical universities. It was also under the auspices of the IEEE Czechoslovakia Section, the International Union of Radio Science (URSI), and the Radioengineering Society and Czech Electrotechnical Society.","1024-4530","","10.23919/URSIRSB.2017.8267388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8267388","","Microwave technology;Microwave FET integrated circuits;Microwave integrated circuits;IEEE Sections;Industries;Organizations","","","","","","25 Jan 2018","","","URSI","URSI Journals"
"The properties of integral models for planar and axisymmetric unsteady jets","J. Craske",NA,IMA Journal of Applied Mathematics,"18 Jan 2018","2017","82","2","305","333","This article reviews and builds upon recent progress that has been made in understanding the mathematical properties of integral models for unsteady turbulent jets. The focus is on models that describe the evolution of the volume flux and the momentum flux in a jet, whose source conditions are time dependent. A generalized approach that postpones making assumptions about the ‘internal’ properties of the flow, such as the radial dependence of the longitudinal velocity profile, turbulent transport and pressure, allows one to understand how the resulting integral equations are affected by model-specific assumptions. Whereas the assumptions invoked in previous unsteady jet models have resulted in a parabolic system of equations, generalized equations that are derived from first principles have a hyperbolic character and statistical stability that depends sensitively on assumptions that are normally invoked a priori. Unsteady axisymmetric jets with Gaussian velocity profiles have special properties, including a tendency to remain straight-sided (conical) and marginal stability in response to source perturbations. A distinct difference between planar jets and axisymmetric jets is that the mean energy flux, which plays a leading-order role in determining the unsteady dynamics of jets, is significantly lower in planar jets. We hypothesize that in order to maintain marginal stability the turbulence and pressure fields in planar jets adjust themselves, relative to axisymmetric jets, to compensate for the lower mean energy flux.","1464-3634","","10.1093/imamat/hxw043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226498","turbulent jets;stability;integral models","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Foreword to radio science for humanity: URSI-France 2017 workshop","T. J. Tanzi; J. Hamelin",Institut Mines-Telecom - Telecom ParisTech France; Past Secretary General of URSI-France,URSI Radio Science Bulletin,"16 Nov 2017","2017","2017","360","60","61","Evaluation, anticipation, communication, observation, care, measurement, detection, localization: These are some of the missions for which the science of electromagnetism can provide concrete answers in daily life and during crises or disasters. These were the themes of the URSI-France 2017 workshop under the title “Les radiosciences au service de l'humanité” (Radio Science for Humanity). This workshop was remarkable in that it ran over three days (February 1–3) in Sophia Antipolis, near Nice. It included a joint special session of URSI-ISPRS on disaster management, testifying to the tight collaboration between these two organizations. It also included a special session dedicated to François Lefeuvre, in tribute to his major contributions to space science and activities within URSI, and to the international community of radio science, itself.","1024-4530","","10.23919/URSIRSB.2017.8113164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113164","","","","","","","","16 Nov 2017","","","URSI","URSI Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"13 Jul 2017","2017","28","3","1","2","","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7977893","","Adaptation models;Analytical models;Data models;Predictive models;Missiles;Atmospheric modeling","","","","","","13 Jul 2017","","","BIAI","BIAI Journals"
"Variants of Geometric RSK, Geometric PNG, and the Multipoint Distribution of the Log-Gamma Polymer","V. Nguyen; N. Zygouras",NA; NA,International Mathematics Research Notices,"18 Jan 2018","2017","2017","15","4732","4795","Abstract We show that the reformulation of the geometric Robinson–Schensted–Knuth correspondence via local moves, introduced in [29], can be extended to cases where the input matrix is replaced by more general polygonal, Young-diagram-like, arrays of the form. We also show that a rearrangement of the sequence of the local moves gives rise to a geometric version of the polynuclear growth model. These reformulations are used to obtain integral formulae for the Laplace transform of the joint distribution of the point-to-point partition functions of the log-gamma polymer at different space–time points. In the case of two points at equal time $N$ and space at distance of order $N^{2/3}$, we show formally that the joint law of the partition functions, scaled by $N^{1/3}$, converges to the two-point function of the Airy process.","1687-0247","","10.1093/imrn/rnw145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8205479","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Diophantine Approximation on Manifolds and the Distribution of Rational Points: Contributions to the Convergence Theory","V. Beresnevich; R. C. Vaughan; S. Velani; E. Zorin",NA; NA; NA; NA,International Mathematics Research Notices,"18 Jan 2018","2017","2017","10","2885","2908","In memory of Klaus Roth (October 29, 1925 – November 10, 2015). In this article, we develop the convergence theory of simultaneous, inhomogeneous Diophantine approximation on manifolds. A consequence of our main result is that if the manifold $\cal{M} \subset {\BBR}^n$ is of dimension strictly greater than $(n+1)/2$ and satisfies a natural non-degeneracy condition, then $\cal{M}$ is of Khintchine type for convergence. The key lies in obtaining essentially the best possible upper bound regarding the distribution of rational points near manifolds.","1687-0247","","10.1093/imrn/rnv389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8199355","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Et Cetera","T. Akgül","Istanbul Technical University, Dept. of Electronics and Communications Engineering, Telecommunications Division, 80626 Maslak Istanbul, Turkey",URSI Radio Science Bulletin,"16 Nov 2017","2017","2017","360","105","105","","1024-4530","","10.23919/URSIRSB.2017.8113176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113176","","Telecommunications;Facsimile;Electronic mail","","","","","","16 Nov 2017","","","URSI","URSI Journals"
"Notice of Removal: Removal of ocular artifacts using ICA and adaptive filter for motor imagery-based BCI","C. S. Kim; J. Sun; D. Liu; Q. Wang; S. G. Paek","School of Electrical Engineering and Automation, Harbin Institute of Technology, 92 West Dazhi Street, Harbin 150001, China, and also with the Department of Automation, Kimchaek University of Technology, Pyongyang 950003, Democratic People U+02BC s Republic of Korea; School of Electrical Engineering and Automation, Harbin Institute of Technology, 92 West Dazhi Street, Harbin 150001, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, 92 West Dazhi Street, Harbin 150001, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, 92 West Dazhi Street, Harbin 150001, China; School of Computer Science and Technology, Harbin Institute of Technology, 92 West Dazhi Street, Harbin 150001, China, and also with the Institute of Information Technology, Kimchaek University of Technology, Pyongyang 950003, Democratic People U+02BC s Republic of Korea",IEEE/CAA Journal of Automatica Sinica,"","2017","PP","99","1","8","Removed.","2329-9274","","10.1109/JAS.2017.7510370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7833253","","","","","","","","25 Jan 2017","","","IEEE","IEEE Early Access Articles"
"Our Year With the Glass: Expectations, Letdowns and Ethical Dilemmas of Technology Trials With Vulnerable People","J. Vines; R. McNaney; A. Holden; I. Poliakov; P. Wright; P. Olivier",NA; NA; NA; NA; NA; NA,Interacting with Computers,"18 Jan 2018","2017","29","1","27","44","In this paper, we reflect upon the ethical dilemmas faced during our research exploring the potential of Google Glass as a self-care technology for people with Parkinson's. Our project involved two stages of research: an initial study that explored the overall acceptability and responses of people with Parkinson's to the technology; and a follow-up study that examined participants’ experiences of the technology in more depth through further trials and a series of co-design activities. While our first trials were successful, leading to publication and subsequent local and national publicity, our follow-up trials were hampered by technical problems that were often out of our control. We highlight how participants’ heightened expectations prior to the second trial, as a result of public discourse around the project, were difficult to meet. This led to our participants articulating their frustrations, feelings of lowered self-confidence, and in some cases a reduced sense of self-worth. We reflect on how the decisions and actions taken during the project led to these dilemmas, and how these relate to contemporary challenges in human-computer interaction research where there is increased focus on in the wild studies of technology use and a pressure to publicly disseminate the findings of research. In doing so, we offer an open and honest account of how a set of ethical dilemmas emerged while conducting technology field trials with a potentially vulnerable group, and offer guidance to future researchers finding themselves in similar circumstances. We conducted ‘in the wild’ deployments of Google Glass with people with Parkinson's. There were several ethical implications of conducting this type of research, wherein the technology in question was still being developed and updated by its commercial manufacturer. Prior publicity about our project caused participants to formulate overly positive preconceptions around the technology. We reflect in detail on some of the decisions and actions taken during the project, and discuss strategies for researchers to take into account in future studies that might help anticipate, avoid and negotiate ethical dilemmas in the future.","1873-7951","","10.1093/iwc/iww017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8155241","health care;assistive technologies;user studies;user experience design;ethics;Parkinson's","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Adequate target volume in total-body irradiation by intensity-modulated radiation therapy using helical tomotherapy: a simulation study","R. Takenaka; A. Haga; H. Yamashita; K. Nakagawa",NA; NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2017","58","2","210","216","Recently, intensity-modulated radiation therapy (IMRT) has been used for total-body irradiation (TBI). Since the planning target volume (PTV) for TBI includes the surrounding air, a dose prescription to the PTV provides high fluence to the body surface. Thus with just a small set-up error, the body might be exposed to a high-fluence beam. This study aims to assess which target volume should be prescribed the dose, such as a clinical target volume (CTV) with a margin, or a CTV that excludes the surface area of the skin. Three treatment plans were created for each patient: the 5-mm clipped plan (Plan A), the 0-mm margin plan (Plan B) and the 5-mm margin plan (Plan C). The CTV was the whole body. PTVs were the CTV with the exception of 5 mm from the skin surface in Plan A, equal to the CTV in Plan B, and the CTV with a 5 mm margin in Plan C. The prescribed dose was 12 Gy in six fractions. To assess the influence of the set-up error, dose distributions were simulated on computed tomography (CT) images shifted 2 pixels (= 4.296 mm), 5 pixels (= 10.74 mm) and 10 pixels (= 21.48 mm) in the lateral direction from the original CT. With a set-up error of 10.74 mm, V 110% was 8.8%, 11.1% and 23.3% in Plans A, B and C, respectively. The prescription to the PTV containing the surrounding air can be paradoxically vulnerable to a high-dose as a consequence of a small set-up error.","1349-9157","","10.1093/jrr/rrw115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8159919","total-body irradiation;intensity-modulated radiation therapy;helical tomotherapy;set-up error;PTV margin","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Et Cetera","T. Akgül","Istanbul Technical University, Dept. of Electronics and Communications Engineering, Telecommunications Division, 80626 Maslak Istanbul, Turkey",URSI Radio Science Bulletin,"16 Nov 2017","2017","2017","361","68","68","","1024-4530","","10.23919/URSIRSB.2017.8113436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113436","","Telecommunications;Facsimile;Electronic mail;History","","","","","","16 Nov 2017","","","URSI","URSI Journals"
"Et Cetera","T. Akgül","Istanbul Technical University, Dept. of Electronics and Communications Engineering, Telecommunications Division, 80626 Maslak Istanbul, Turkey",URSI Radio Science Bulletin,"25 Jan 2018","2017","2017","362","92","92","","1024-4530","","10.23919/URSIRSB.2017.8267379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8267379","","Telecommunications;Facsimile;Electronic mail","","","","","","25 Jan 2018","","","URSI","URSI Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"14 Sep 2017","2017","28","4","c2","c2","","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8038196","","System analysis and design;Aerospace electronics;Atmospheric modeling;Analytical models;Military aircraft","","","","","","14 Sep 2017","","","BIAI","BIAI Journals"
