"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Back cover","",,Journal of Communications and Networks,"18 Jan 2022","2021","23","6","c4","c4","","1976-5541","","10.23919/JCN.2021.100043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684781","","Wireless communication;Decoding;6G mobile communication;Resource management;Quality of experience;Probabilistic logic;Power demand","","","","","","18 Jan 2022","","","KICS","KICS Journals"
"Open access publishing agreement","",,Journal of Communications and Networks,"22 Nov 2021","2021","23","5","409","411","","1976-5541","","10.23919/JCN.2021.100032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624183","","Servers;Open Access;Licenses;Training;Object recognition;Libraries;Web sites","","","","","","22 Nov 2021","","","KICS","KICS Journals"
"Open access publishing agreement","",,Journal of Communications and Networks,"18 Jan 2022","2021","23","6","506","508","","1976-5541","","10.23919/JCN.2021.100040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684779","","Servers;Open Access;Licenses;Training;Object recognition;Libraries;Web sites","","","","","","18 Jan 2022","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"18 Jan 2022","2021","23","6","c2","c2","","1976-5541","","10.23919/JCN.2021.100036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684783","","Wide area networks;Sun;Wireless communication","","","","","","18 Jan 2022","","","KICS","KICS Journals"
"Back cover","",,Journal of Communications and Networks,"22 Nov 2021","2021","23","5","c4","c4","","1976-5541","","10.23919/JCN.2021.100034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624185","","COVID-19;Testing;Special issues and sections;Social factors;Predictive models;Pandemics;Optimization","","","","","","22 Nov 2021","","","KICS","KICS Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"12 Jan 2022","2021","32","6","1","2","","1004-4132","","10.23919/JSEE.2021.9679696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679696","","Adaptive systems;Strain;Radar tracking;Radar imaging;Sea surface;Radar scattering;Radar measurements","","","","","","12 Jan 2022","","","BIAI","BIAI Journals"
"Inside front cover","",,Journal of Communications and Networks,"22 Nov 2021","2021","23","5","c2","c2","","1976-5541","","10.23919/JCN.2021.100029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624187","","Wide area networks;Sun;Wireless communication","","","","","","22 Nov 2021","","","KICS","KICS Journals"
"Call for papers","",,Journal of Communications and Networks,"20 Sep 2021","2021","23","4","299","299","","1976-5541","","10.23919/JCN.2021.100024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9541331","","Special issues and sections;Web sites;Unmanned aerial vehicles;Stress;Sensors;Receiving antennas;Performance analysis","","","","","","20 Sep 2021","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"14 Oct 2021","2021","32","4","c2","c2","","1004-4132","","10.23919/JSEE.2021.9574613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9574613","","Array signal processing;Parallel processing;Antenna arrays;Telecommunications;Sun;Spectral analysis;Special issues and sections","","","","","","14 Oct 2021","","","BIAI","BIAI Journals"
"Information for authors","",,Journal of Communications and Networks,"20 Sep 2021","2021","23","4","301","305","","1976-5541","","10.23919/JCN.2021.100025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9541329","","Urban areas;Standards;Patents;Protocols;Open Access;IEEE bylaws;Special issues and sections","","","","","","20 Sep 2021","","","KICS","KICS Journals"
"Front cover","",,Journal of Communications and Networks,"20 Sep 2021","2021","23","4","c1","c1","","1976-5541","","10.23919/JCN.2021.100021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9541333","","Wireless sensor networks;Wireless communication;Power control;Optimization;Minimization;Intelligent networks;Heuristic algorithms","","","","","","20 Sep 2021","","","KICS","KICS Journals"
"Inside back cover","",,Journal of Communications and Networks,"20 Sep 2021","2021","23","4","c2","c2","","1976-5541","","10.23919/JCN.2021.100022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9541335","","Wide area networks;Sun;Wireless communication","","","","","","20 Sep 2021","","","KICS","KICS Journals"
"Call for papers","",,Journal of Communications and Networks,"12 Mar 2021","2021","23","1","1","1","","1976-5541","","10.23919/JCN.2021.100001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9377696","","Wireless communication;Special issues and sections;Web sites;Three-dimensional displays;Switches;Sun;Stress","","","","","","12 Mar 2021","","","KICS","KICS Journals"
"Open access publishing agreement","",,Journal of Communications and Networks,"12 Mar 2021","2021","23","1","70","72","","1976-5541","","10.23919/JCN.2021.100004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9377698","","Servers;Open Access;Licenses;Training;Object recognition;Libraries;Web sites","","","","","","12 Mar 2021","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"11 Nov 2021","2021","32","5","c2","c2","","1004-4132","","10.23919/JSEE.2021.9612122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612122","","Fault tolerant systems;Fault tolerance;Event detection;Automation;Special issues and sections;Navigation;IEEE Fellows","","","","","","11 Nov 2021","","","BIAI","BIAI Journals"
"In side back cover","",,Journal of Communications and Networks,"12 Mar 2021","2021","23","1","c3","c3","","1976-5541","","10.23919/JCN.2021.100006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9377701","","Wide area networks;Sun;Wireless communication","","","","","","12 Mar 2021","","","KICS","KICS Journals"
"Call for papers","",,Journal of Communications and Networks,"17 May 2021","2021","23","2","149","149","","1976-5541","","10.23919/JCN.2021.100010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9433495","","COVID-19;Testing;Privacy;Monitoring;Adaptation models;Wireless networks;Web sites","","","","","","17 May 2021","","","KICS","KICS Journals"
"Deep reinforcement learning based mobile robot navigation: A review","K. Zhu; T. Zhang","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China",Tsinghua Science and Technology,"20 Apr 2021","2021","26","5","674","691","Navigation is a fundamental problem of mobile robots, for which Deep Reinforcement Learning (DRL) has received significant attention because of its strong representation and experience learning abilities. There is a growing trend of applying DRL to mobile robot navigation. In this paper, we review DRL methods and DRL-based navigation frameworks. Then we systematically compare and analyze the relationship and differences between four typical application scenarios: local obstacle avoidance, indoor navigation, multi-robot navigation, and social navigation. Next, we describe the development of DRL-based navigation. Last, we discuss the challenges and some possible solutions regarding DRL-based navigation.","1007-0214","","10.26599/TST.2021.9010012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9409758","mobile robot navigation;obstacle avoidance;deep reinforcement learning","Navigation;Mobile robots;Reinforcement learning;Simultaneous localization and mapping;Robots;Task analysis;Robot sensing systems","","218","","","","20 Apr 2021","","","TUP","TUP Journals"
"A hybrid unsupervised clustering-based anomaly detection method","G. Pu; L. Wang; J. Shen; F. Dong","School of Cyber Engineering, Xidian University, Xi'an, China; School of Cyber Engineering, Xidian University, Xi'an, China; School of Computing and Information Technology, University of Wollongong, Wollongong, NSW, Australia; School of Computer Science and Engineering, Southeast University, Nanjing, China",Tsinghua Science and Technology,"24 Jul 2020","2021","26","2","146","153","In recent years, machine learning-based cyber intrusion detection methods have gained increasing popularity. The number and complexity of new attacks continue to rise; therefore, effective and intelligent solutions are necessary. Unsupervised machine learning techniques are particularly appealing to intrusion detection systems since they can detect known and unknown types of attacks as well as zero-day attacks. In the current paper, we present an unsupervised anomaly detection method, which combines Sub-Space Clustering (SSC) and One Class Support Vector Machine (OCSVM) to detect attacks without any prior knowledge. The proposed approach is evaluated using the well-known NSL-KDD dataset. The experimental results demonstrate that our method performs better than some of the existing techniques.","1007-0214","","10.26599/TST.2019.9010051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9147152","unsupervised learning;clustering;intrusion detection;feature selection","Anomaly detection;Clustering algorithms;Intrusion detection;Machine learning;Feature extraction;Support vector machines;Complexity theory","","125","","","","24 Jul 2020","","","TUP","TUP Journals"
"Utility aware offloading for mobile-edge computing","R. Bi; Q. Liu; J. Ren; G. Tan","School of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science and Technology, Dalian University of Technology, Dalian, China",Tsinghua Science and Technology,"24 Jul 2020","2021","26","2","239","250","Mobile-edge computing casts the computation-intensive and delay-sensitive applications of mobile devices onto network edges. Task offloading incurs extra communication latency and energy cost, and extensive efforts have focused on offloading schemes. Many metrics of the system utility are defined to achieve satisfactory quality of experience. However, most existing works overlook the balance between throughput and fairness. This study investigates the problem of finding an optimal offloading scheme in which the objective of optimization aims to maximize the system utility for leveraging between throughput and fairness. Based on Karush-Kuhn-Tucker condition, the expectation of time complexity is analyzed to derive the optimal scheme. A gradient-based approach for utility-aware task offloading is given. Furthermore, we provide an increment-based greedy approximation algorithm with 1 + 1/e-1 ratio. Experimental results show that the proposed algorithms can achieve effective performance in utility and accuracy.","1007-0214","","10.26599/TST.2019.9010062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9147161","utility;approximation algorithm;quality of experience;mobile edge computing","Task analysis;Optimization;Energy consumption;Approximation algorithms;Delays;Servers;Quality of experience","","73","","","","24 Jul 2020","","","TUP","TUP Journals"
"A multi-objective optimization method of initial virtual machine fault-tolerant placement for star topological data centers of cloud systems","W. Zhang; X. Chen; J. Jiang","School of Software Engineering, Tongji University, Shanghai, China; School of Software Engineering, Tongji University, Shanghai, China; School of Software Engineering, Tongji University, Shanghai, China",Tsinghua Science and Technology,"19 Jun 2020","2021","26","1","95","111","Virtualization is the most important technology in the unified resource layer of cloud computing systems. Static placement and dynamic management are two types of Virtual Machine (VM) management methods. VM dynamic management is based on the structure of the initial VM placement, and this initial structure will affect the efficiency of VM dynamic management. When a VM fails, cloud applications deployed on the faulty VM will crash if fault tolerance is not considered. In this study, a model of initial VM fault-tolerant placement for star topological data centers of cloud systems is built on the basis of multiple factors, including the service-level agreement violation rate, resource remaining rate, power consumption rate, failure rate, and fault tolerance cost. Then, a heuristic ant colony algorithm is proposed to solve the model. The service-providing VMs are placed by the ant colony algorithms, and the redundant VMs are placed by the conventional heuristic algorithms. The experimental results obtained from the simulation, real cluster, and fault injection experiments show that the proposed method can achieve better VM fault-tolerant placement solution than that of the traditional first fit or best fit descending method.","1007-0214","","10.26599/TST.2019.9010044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121659","cloud computing;virtual machine placement;fault tolerance;multi-objective optimization;heuristic ant colony algorithm","Fault tolerance;Fault tolerant systems;Cloud computing;Power demand;Data centers;Resource management;Virtual machine monitors","","61","","","","19 Jun 2020","","","TUP","TUP Journals"
"Modeling and hardware-in-the-loop system realization of electric machine drives — A review","J. S. Lee; G. Choi","Jeonbuk National University, Jeonju, South Korea; Inha University, Incheon, South Korea",CES Transactions on Electrical Machines and Systems,"28 Sep 2021","2021","5","3","194","201","This paper presents a state-of-the-art review in modeling approach of hardware in the loop simulation (HILS) realization of electric machine drives using commercial real time machines. HILS implementation using digital signal processors (DSPs) and field programmable gate array (FPGA) for electric machine drives has been investigated but those methods have drawbacks such as complexity in development and verification. Among various HILS implementation approaches, more efficient development and verification for electric machine drives can be achieved through use of commercial real time machines. As well as implementation of the HILS, accurate modeling of a control target system plays an important role. Therefore, modeling trend in electric machine drives for HILS implementation is needed to be reviewed. This paper provides a background of HILS and commercially available real time machines and characteristics of each real time machine are introduced. Also, recent trends and progress of permanent magnet synchronous machines (PMSMs) modeling are presented for providing more accurate HILS implementation approaches in this paper.","2096-3564","","10.30941/CESTEMS.2021.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551813","Hardware-in-the-loop;machine modeling;permanent magnet synchronous machine (PMSM);model based design","Real-time systems;Software;Mathematical models;Field programmable gate arrays;Electric machines;Atmospheric modeling;Codes","","42","","","","28 Sep 2021","","","CES","CES Journals"
"Intrusion detection system using voting-based neural network","M. H. Haghighat; J. Li","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China",Tsinghua Science and Technology,"4 Jan 2021","2021","26","4","484","495","Several security solutions have been proposed to detect network abnormal behavior. However, successful attacks is still a big concern in computer society. Lots of security breaches, like Distributed Denial of Service (DDoS), botnets, spam, phishing, and so on, are reported every day, while the number of attacks are still increasing. In this paper, a novel voting-based deep learning framework, called VNN, is proposed to take the advantage of any kinds of deep learning structures. Considering several models created by different aspects of data and various deep learning structures, VNN provides the ability to aggregate the best models in order to create more accurate and robust results. Therefore, VNN helps the security specialists to detect more complicated attacks. Experimental results over KDDCUP'99 and CTU-13, as two well known and more widely employed datasets in computer network area, revealed the voting procedure was highly effective to increase the system performance, where the false alarms were reduced up to 75% in comparison with the original deep learning models, including Deep Neural Network (DNN), Convolutional Neural Network (CNN), Long Short-Term Memory (LSTM), and Gated Recurrent Unit (GRU).","1007-0214","","10.26599/TST.2020.9010022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9312777","deep learning;Voting-based Neural Network (VNN);network security;Pearson correlation coefficient","Deep learning;Data models;Mathematical model;Feature extraction;Support vector machines;Recurrent neural networks;Computational modeling","","40","","","","4 Jan 2021","","","TUP","TUP Journals"
"A review of WBG and Si devices hybrid applications","L. Zhang; Z. Zheng; X. Lou","College of Energy and Electrical Engineering, Hohai University, Nanjing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China",Chinese Journal of Electrical Engineering,"9 Jul 2021","2021","7","2","1","20","In recent years, next-generation power semiconductor devices, represented by silicon carbide (SiC) and gallium nitride (GaN), have gradually emerged. Because wide-bandgap (WBG) devices have better electrical characteristics than those of silicon (Si) based devices, they have attracted increased attention both from academic researchers and industrial engineers. Employing WBG devices will further improve the efficiency and power density of power converters. However, the current price of WBG devices remains extremely high. Thus, some researches have focused on the hybrid utilization of WBG devices and Si-based devices to achieve a tradeoff between the performance and cost. To summarize the current research on WBG/Si hybrid applications, the issues mentioned above with representative research approaches, results, and characteristics, are systematically reviewed. Finally, the current research on WBG/Si hybrid applications and their future trends are discussed.","2075-5597","","10.23919/CJEE.2021.000012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9479928","Silicon carbide (SiC) devices;gallium nitride (GaN) devices;silicon (Si) devices;hybrid application","Silicon;Silicon carbide;Insulated gate bipolar transistors;MOSFET;Switches;Gallium nitride;Power semiconductor devices","","40","","","","9 Jul 2021","","","CMP","CMP Journals"
"Adaptive neuro fuzzy inference system based decoupled control for neutral point clamped multi level inverter fed induction motor drive","G. Dyanamina; S. K. Kakodia","Department of Electrical Engineering, Maulana Azad National Institute of Technology, Bhopal, India; Department of Electrical Engineering, Maulana Azad National Institute of Technology, Bhopal, India",Chinese Journal of Electrical Engineering,"9 Jul 2021","2021","7","2","70","82","The presence of an integrator in a reference model of a rotor flux-based model reference adaptive system (RF-MRAS) and non-linearity of the inverter in the output voltage degrade the speed response of the sensorless operation of the electric drive system in terms of DC drift, initial value issues, and inaccurate voltage acquisition. To improve the speed response, a compensating voltage component is supplemented by an amending integrator. The compensating voltage is a coalition of drift and offset voltages, and reduces DC drift and initial value issues. During low-speed operation, inaccurate voltage acquisition distorts the stator voltage critically, and it becomes considerable when the stator voltage of the machine is low. Implementing a three-level neutral point clamped inverter in speed-sensorless decoupled control of an induction motor improves the performance of the drive with superior quality of inverter output voltage. Further, the performance of the induction motor drive is improved by replacing the proportional-integral (PI) controller in the adaption mechanism of RF-MRAS with an adaptive neuro-fuzzy inference system (ANFIS) controller. A prototype model of the three-level neutral point clamped inverter (3L-NPC)-fed induction motor drive is fabricated in a laboratory, and its performance for a RF-MRAS, modified RFMRAS, and modified RFMRAS using ANFIS are compared using different benchmark tests.","2075-5597","","10.23919/CJEE.2021.000017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9479933","Induction motor drive;vector control;neutral point clamped inverter;model reference adaptive system;ANFIS","Rotors;Adaptation models;Inverters;Mathematical model;Adaptive systems;Voltage control;Torque","","25","","","","9 Jul 2021","","","CMP","CMP Journals"
