"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Homologous fault monitoring technology of redundant INS in airborne avionics systems","X. Wu; J. Lai; M. Liu; P. Lv","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China",Journal of Systems Engineering and Electronics,"5 Mar 2014","2013","24","6","1038","1044","Redundant technology plays an important role in improving the reliability and fault-tolerance of the airborne avionics systems. A Markov state transition model is introduced to the reliability analysis of the redundant inertial navigation system (RINS) in airborne navigation systems. An information processing mechanism based on difference filtering is put forward to strengthen the consistency between the outputs of the equal-precision inertial navigation system (INS). On this basis, the homologous fault monitoring algorithm is designed to realize the homologous fault monitoring of RINS. The simulation is carried out based on the above algorithms, and the results verify the effectiveness of the proposed fault monitoring algorithm based on difference filtering. Research results have good reference value for the configuration and design of RINS in airborne integrated avionics systems.","1004-4132","","10.1109/JSEE.2013.00121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6756026","inertial navigation;redundant configuration;difference filtering;homologous fault monitoring","Inertial navigation;Monitoring;Aerospace electronics;Algorithm design and analysis;Wavelet transforms;Modeling;Fault diagnosis","","11","","","","5 Mar 2014","","","BIAI","BIAI Journals"
"Efficient leave-one-out strategy for supervised feature selection","D. Feng; F. Chen; W. Xu","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",Tsinghua Science and Technology,"6 Dec 2013","2013","18","6","629","635","Feature selection is a key task in statistical pattern recognition. Most feature selection algorithms have been proposed based on specific objective functions which are usually intuitively reasonable but can sometimes be far from the more basic objectives of the feature selection. This paper describes how to select features such that the basic objectives, e.g., classification or clustering accuracies, can be optimized in a more direct way. The analysis requires that the contribution of each feature to the evaluation metrics can be quantitatively described by some score function. Motivated by the conditional independence structure in probabilistic distributions, the analysis uses a leave-one-out feature selection algorithm which provides an approximate solution. The leave-one-out algorithm improves the conventional greedy backward elimination algorithm by preserving more interactions among features in the selection process, so that the various feature selection objectives can be optimized in a unified way. Experiments on six real-world datasets with different feature evaluation metrics have shown that this algorithm outperforms popular feature selection algorithms in most situations.","1007-0214","","10.1109/TST.2013.6678908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6678908","leave-one-out;feature selection objectives;evaluation metrics","Measurement;Accuracy;Laplace equations;Markov processes;Clustering algorithms;Approximation algorithms;Linear programming","","10","","","","6 Dec 2013","","","TUP","TUP Journals"
"Fuzzy Q learning algorithm for dual-aircraft path planning to cooperatively detect targets by passive radars","X. Gao; Y. Fang; Y. Wu","School of Aeronautics and Astronautic Engineering, Air Force Engineering University, Xi'an 710038, China; School of Aeronautics and Astronautic Engineering, Air Force Engineering University, Xi'an 710038, China; School of Aeronautics and Astronautic Engineering, Air Force Engineering University, Xi'an 710038, China",Journal of Systems Engineering and Electronics,"20 Nov 2013","2013","24","5","800","810","The problem of passive detection discussed in this paper involves searching and locating an aerial emitter by dual-aircraft using passive radars. In order to improve the detection probability and accuracy, a fuzzy Q learning algorithm for dual-aircraft flight path planning is proposed. The passive detection task model of the dual-aircraft is set up based on the partition of the target active radar's radiation area. The problem is formulated as a Markov decision process (MDP) by using the fuzzy theory to make a generalization of the state space and defining the transition functions, action space and reward function properly. Details of the path planning algorithm are presented. Simulation results indicate that the algorithm can provide adaptive strategies for dual-aircraft to control their flight paths to detect a non-maneuvering or maneuvering target.","1004-4132","","10.1109/JSEE.2013.00093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6661874","Markov decision process (MDP);fuzzy Q learning;dual-aircraft coordination;path planning;passive detection","Passive radar;Aircraft;Aerospace electronics;Path planning;Airborne radar;Atmospheric modeling","","8","","","","20 Nov 2013","","","BIAI","BIAI Journals"
"Integrated importance measure for multi-state coherent systems of k level","X. Zhao; S. Si; H. Dui; Z. Cai; S. Sun","Key Laboratory for Information System Security of Ministry of Education, School of Software, Tsinghua University, Beijing 100084, China; Ministry of Education Key Laboratory of Contemporary Design and Integrated Manufacturing Technology, School of Mechatronics, Northwestern Polytechnical University, Xi'an 710072, China; Ministry of Education Key Laboratory of Contemporary Design and Integrated Manufacturing Technology, School of Mechatronics, Northwestern Polytechnical University, Xi'an 710072, China; Ministry of Education Key Laboratory of Contemporary Design and Integrated Manufacturing Technology, School of Mechatronics, Northwestern Polytechnical University, Xi'an 710072, China; Ministry of Education Key Laboratory of Contemporary Design and Integrated Manufacturing Technology, School of Mechatronics, Northwestern Polytechnical University, Xi'an 710072, China",Journal of Systems Engineering and Electronics,"5 Mar 2014","2013","24","6","1029","1037","To verify the effectiveness of the integrated importance measure (IIM) for multi-state coherent systems of k level, the definition and physical meaning of IIM are demonstrated. Then, the improvement potential and Δ-importance measures are generalized to multi-state coherent systems based on the system performance level, and the relationships between IIM and traditional importance measures are discussed. The characteristics of IIM are demonstrated in both series and parallel systems. Also, an application to an oil transportation system is given. The comparison results show that: (i) IIM has some useful properties that are not possessed by traditional importance measures; (ii) IIM is effective in evaluating the component role in multi-state systems when the component reliability and the failure rate are simultaneously considered.","1004-4132","","10.1109/JSEE.2013.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6756025","multi-state coherent system;system performance level;integrated importance measure;system reliability","Maintenance engineering;System performance;Redundancy;Educational institutions;Magnetic resonance imaging","","8","","","","5 Mar 2014","","","BIAI","BIAI Journals"
"Survey on nonlinear reconfigurable flight control","X. Lv; B. Jiang; R. Qi; J. Zhao","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China",Journal of Systems Engineering and Electronics,"5 Mar 2014","2013","24","6","971","983","An overview on nonlinear reconfigurable flight control approaches that have been demonstrated in flight-test or high-fidelity simulation is presented. Various approaches for reconfigurable flight control systems are considered, including nonlinear dynamic inversion, parameter identification and neural network technologies, backstepping and model predictive control approaches. The recent research work, flight tests, and potential strength and weakness of each approach are discussed objectively in order to give readers and researchers some reference. Finally, possible future directions and open problems in this area are addressed.","1004-4132","","10.1109/JSEE.2013.00114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6756019","reconfigurable flight control (RFC);nonlinear dynamic inversion (NDI);backstepping;neural network (NN);model predictive control (MPC);parameter identification (PID);adaptive control;flight control","Aerodynamics;Artificial neural networks;Atmospheric modeling;Aircraft;Adaptation models;Aerospace control;Nonlinear systems","","7","","","","5 Mar 2014","","","BIAI","BIAI Journals"
"Optimal opportunistic maintenance model of multi-unit systems","Z. Cheng; Z. Yang; B. Guo","School of Information Systems and Management, National University of Defense Technology, Changsha 410073, China; School of Information Systems and Management, National University of Defense Technology, Changsha 410073, China; School of Information Systems and Management, National University of Defense Technology, Changsha 410073, China",Journal of Systems Engineering and Electronics,"20 Nov 2013","2013","24","5","811","817","An opportunistic maintenance model is presented for a continuously deteriorating series system with economical dependence. The system consists of two kinds of units, which are respectively subjected to the deterioration failure described by Gamma process and the random failure described by Poisson process. A two-level opportunistic policy defined by three decision parameters is proposed to coordinate the different maintenance actions and minimize the long-run maintenance cost rate of the system. A computable expression of the average cost rate is established by using the renewal property of the stochastic process of the maintained system state. The optimal values of three decision parameters are derived by an iteration approach based on the characteristic of Gamma process. The behavior of the proposed policy is illustrated through a numerical experiment. Comparative study with the widely used corrective maintenance policy demonstrates the advantage of the proposed opportunistic maintenance method in significantly reducing the maintenance cost. Simultaneously, the applicable area of this opportunistic model is discussed by the sensitivity analysis of the set-up cost and random failure rate.","1004-4132","","10.1109/JSEE.2013.00094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6661875","opportunistic maintenance policy;multi-unit system;economical dependence;Gamma process;continuously deterioration","Maintenance engineering;Inspection;Mathematical model;Analytical models;Numerical models;Computational modeling","","6","","","","20 Nov 2013","","","BIAI","BIAI Journals"
"Autotuning algorithm of particle swarm PID parameter based on D-Tent chaotic model","M. Zhu; C. Yang; W. Li","School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin 150001, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin 150001, China; China FAW Group Corporation R&D Center, Changchun 130000, China",Journal of Systems Engineering and Electronics,"20 Nov 2013","2013","24","5","828","837","An improved particle swarm algorithm based on the D-Tent chaotic model is put forward aiming at the standard particle swarm algorithm. The convergence rate of the late of proposed algorithm is improved by revising the inertia weight of global optimal particles and the introduction of D-Tent chaotic sequence. Through the test of typical function and the autotuning test of proportionalintegral-derivative (PID) parameter, finally a simulation is made to the servo control system of a permanent magnet synchronous motor (PMSM) under double-loop control of rotating speed and current by utilizing the chaotic particle swarm algorithm. Studies show that the proposed algorithm can reduce the iterative times and improve the convergence rate under the condition that the global optimal solution can be got.","1004-4132","","10.1109/JSEE.2013.00096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6661877","D-Tent;particle swarm;proportional-integralderivative (PID) parameter optimization","Particle swarm optimization;Convergence;Standards;Equations;Optimization;Chaos;Testing","","6","","","","20 Nov 2013","","","BIAI","BIAI Journals"
"Automatic collecting representative logo images from the Internet","X. Liu; B. Zhang","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",Tsinghua Science and Technology,"6 Dec 2013","2013","18","6","606","617","With the explosive growth of commercial logos, high quality logo images are needed for training logo detection or recognition systems, especially for famous logos or new commercial brands. This paper focuses on automatic collecting representative logo images from the Internet without any human labeling or seed images. We propose multiple dictionary invariant sparse coding to solve this problem. This work can automatically provide prototypes, representative images, or weak labeled training images for logo detection, logo recognition, trademark infringement detection, brand protection, and ad-targeting. The experiment results show that our method increases the mean average precision for 25 types of logos to 80.07% whereas the original search engine results only have 32% representative logo images. The top images collected by our method are accurate and reliable enough for practical applications in the future.","1007-0214","","10.1109/TST.2013.6678906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6678906","logo image;sparse coding;scale invariant;shift invariant;multiple dictionary","Dictionaries;Image reconstruction;Image coding;Search engines;Encoding;Internet;Training","","6","1","","","6 Dec 2013","","","TUP","TUP Journals"
"Low-power task scheduling algorithm for large-scale cloud data centers","X. Xu; J. Wu; G. Yang; R. Wang","College of Computer, Nanjing University of Posts and Telecommunications, Nanjing 210003, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing 210046, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing 210003, China; Key Lab of Broadband Wireless Communication and Sensor Network Technology of Ministry of Education, Nanjing University of Posts and Telecommunications, Nanjing 210003, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing 210003, China",Journal of Systems Engineering and Electronics,"20 Nov 2013","2013","24","5","870","878","How to effectively reduce the energy consumption of large-scale data centers is a key issue in cloud computing. This paper presents a novel low-power task scheduling algorithm (LTSA) for large-scale cloud data centers. The winner tree is introduced to make the data nodes as the leaf nodes of the tree and the final winner on the purpose of reducing energy consumption is selected. The complexity of large-scale cloud data centers is fully consider, and the task comparson coefficient is defined to make task scheduling strategy more reasonable. Experiments and performance analysis show that the proposed algorithm can effectively improve the node utilization, and reduce the overall power consumption of the cloud data center.","1004-4132","","10.1109/JSEE.2013.00101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6661882","cloud computing;data center;task scheduling;energy consumption","Energy consumption;Data models;DNA;Scheduling algorithms;Servers;Arrays","","6","","","","20 Nov 2013","","","BIAI","BIAI Journals"
"Performance prediction for performance-sensitive queries based on algorithmic complexity","C. Chi; Y. Zhou; X. Ye","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",Tsinghua Science and Technology,"6 Dec 2013","2013","18","6","618","628","Performance predictions for database queries allow service providers to determine what resources are needed to ensure their performance. Cost-based or rule-based approaches have been proposed to optimize database query execution plans. However, Virtual Machine (VM)-based database services have little or no sharing of resources or interactions between applications hosted on shared infrastructures. Neither providers nor users have the right combination of visibility/access/expertise to perform proper tuning and provisioning. This paper presents a performance prediction model for query execution time estimates based on the query complexity for various data sizes. The user query execution time is a combination of five basic operator complexities: O(1), O(log(n)), O(n), O(n log(n)), and O(n2). Moreover, tests indicate that not all queries are equally important for performance prediction. As such, this paper illustrates a performance-sensitive query locating process on three benchmarks: RUBiS, RUBBoS, and TPC-W. A key observation is that performance-sensitive queries are only a small proportion (20%) of the application query set. Evaluation of the performance model on the TPC-W benchmark shows that the query complexity in a real life scenario has an average prediction error rate of less than 10% which demonstrates the effectiveness of this predictive model.","1007-0214","","10.1109/TST.2013.6678907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6678907","query performance;data size;query complexity;performance-sensitive query","Time complexity;Indexes;Benchmark testing;Monitoring;Semantics","","6","","","","6 Dec 2013","","","TUP","TUP Journals"
"Method of target tracking with Doppler blind zone constraint","W. Han; Z. Tang; Z. Zhu","Department of Air/Space based Early-warning Equipment, Air Force Early Warning Academy, Wuhan 430019, China; Department of Air/Space based Early-warning Equipment, Air Force Early Warning Academy, Wuhan 430019, China; Department of Air/Space based Early-warning Equipment, Air Force Early Warning Academy, Wuhan 430019, China",Journal of Systems Engineering and Electronics,"5 Mar 2014","2013","24","6","889","898","Doppler blind zone (DBZ) has a bad influence on the airborne early warning radar, although it has good detection performance for low altitude targets with pulse Doppler (PD) technology. In target tracking, the blind zone can cause target tracking breakage easily. In order to solve this problem, a parallel particle filter (PF) algorithm based on multi-hypothesis motion models (MHMMs) is proposed. The algorithm produces multiple possible target motion models according to the DBZ constraint. Particles are updated with the constraint in each motion model. Once the first measurement from the target which reappears from DBZ falls into the particle cloud formed by any model, the measurement-track association succeeds and track breakage is avoided. The simulation results show that on the condition of different DBZ ranges, a high association ratio can be got for targets with different maneuverability levels, which accordingly improves the tracking quality.","1004-4132","","10.1109/JSEE.2013.00103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6756008","Doppler blind zone (DBZ);track breakage;particle filter (PF);multi-hypothesis motion model (MHMM);measurement-track association","Target tracking;Radar tracking;Doppler radar;Atmospheric modeling;Doppler effect;Detection algorithms","","5","","","","5 Mar 2014","","","BIAI","BIAI Journals"
